id,gender,ocp_cd,age
20962,2,3.0,3
20963,2,9.0,5
20964,1,2.0,4
20965,1,9.0,3
20966,2,7.0,3
20967,1,3.0,4
20968,2,9.0,3
20969,2,3.0,4
20970,1,9.0,3
20971,1,3.0,5
20972,2,9.0,4
20973,2,9.0,4
20974,2,9.0,3
20975,1,9.0,5
20976,1,3.0,3
20977,1,9.0,4
20978,1,3.0,5
20979,2,3.0,4
20980,1,9.0,6
20981,2,3.0,4
20982,2,3.0,3
20983,1,9.0,4
20984,2,3.0,4
20985,2,3.0,3
20986,2,9.0,4
20987,1,9.0,5
20988,1,3.0,3
20989,2,3.0,3
20990,1,3.0,4
20991,1,3.0,5
20992,2,3.0,3
20993,2,3.0,5
20994,2,9.0,4
20995,2,3.0,3
20996,1,9.0,4
20997,1,9.0,4
20998,1,3.0,5
20999,1,9.0,2
21000,2,3.0,3
21001,1,9.0,5
21002,1,9.0,4
21003,1,4.0,4
21004,1,4.0,5
21005,1,9.0,5
21006,2,3.0,5
21007,1,3.0,3
21008,2,3.0,3
21009,1,9.0,4
21010,2,9.0,4
21011,2,4.0,4
21012,2,9.0,3
21013,2,9.0,4
21014,1,1.0,3
21015,1,9.0,5
21016,2,3.0,6
21017,2,4.0,4
21018,2,9.0,3
21019,1,9.0,5
21020,2,3.0,4
21021,2,3.0,3
21022,1,2.0,4
21023,2,3.0,3
21024,1,9.0,4
21025,1,6.0,3
21026,2,3.0,3
21027,1,9.0,4
21028,2,3.0,3
21029,1,9.0,5
21030,1,3.0,4
21031,2,9.0,3
21032,2,3.0,3
21033,2,3.0,2
21034,1,9.0,5
21035,1,9.0,5
21036,1,4.0,5
21037,1,9.0,4
21038,2,9.0,4
21039,2,9.0,4
21040,2,3.0,3
21041,2,9.0,3
21042,1,3.0,6
21043,1,3.0,5
21044,2,3.0,4
21045,2,4.0,4
21046,2,3.0,5
21047,2,9.0,3
21048,2,9.0,4
21049,1,3.0,4
21050,1,9.0,3
21051,2,3.0,3
21052,2,2.0,6
21053,2,9.0,3
21054,1,3.0,4
21055,1,3.0,4
21056,1,3.0,4
21057,1,9.0,4
21058,2,3.0,3
21059,1,9.0,5
21060,2,9.0,3
21061,1,3.0,4
21062,1,9.0,4
21063,1,3.0,3
21064,2,9.0,5
21065,2,4.0,6
21066,1,9.0,6
21067,2,3.0,3
21068,2,3.0,3
21069,1,3.0,5
21070,1,3.0,3
21071,2,3.0,5
21072,1,9.0,3
21073,1,9.0,3
21074,2,3.0,4
21075,2,3.0,5
21076,1,3.0,4
21077,1,1.0,5
21078,1,9.0,4
21079,2,3.0,6
21080,2,3.0,4
21081,2,9.0,3
21082,1,12.0,6
21083,2,13.0,3
21084,2,3.0,5
21085,1,3.0,5
21086,2,9.0,3
21087,1,3.0,3
21088,2,9.0,4
21089,2,9.0,4
21090,1,9.0,3
21091,1,2.0,3
21092,1,9.0,5
21093,2,9.0,2
21094,2,3.0,4
21095,2,3.0,3
21096,1,9.0,4
21097,2,3.0,4
21098,2,3.0,3
21099,2,3.0,4
21100,2,9.0,4
21101,2,3.0,4
21102,1,9.0,3
21103,2,9.0,2
21104,1,9.0,5
21105,1,3.0,4
21106,2,9.0,3
21107,1,9.0,5
21108,1,9.0,4
21109,1,3.0,4
21110,2,3.0,4
21111,2,3.0,3
21112,2,9.0,4
21113,1,4.0,3
21114,2,3.0,4
21115,1,9.0,4
21116,2,9.0,3
21117,2,9.0,3
21118,1,3.0,4
21119,2,3.0,4
21120,2,3.0,3
21121,2,3.0,3
21122,2,4.0,3
21123,1,9.0,5
21124,2,3.0,3
21125,1,1.0,6
21126,1,4.0,6
21127,2,9.0,4
21128,2,3.0,3
21129,1,9.0,3
21130,1,3.0,3
21131,2,4.0,6
21132,1,3.0,4
21133,2,3.0,3
21134,1,9.0,5
21135,1,9.0,4
21136,1,3.0,4
21137,2,3.0,5
21138,2,3.0,4
21139,2,9.0,3
21140,2,9.0,4
21141,1,3.0,4
21142,1,9.0,5
21143,2,3.0,4
21144,1,3.0,3
21145,1,3.0,5
21146,2,9.0,5
21147,1,9.0,4
21148,2,3.0,3
21149,2,9.0,4
21150,2,3.0,2
21151,2,9.0,4
21152,1,7.0,4
21153,1,9.0,4
21154,1,3.0,3
21155,1,3.0,3
21156,2,3.0,4
21157,2,3.0,3
21158,2,9.0,5
21159,1,3.0,3
21160,2,9.0,4
21161,2,4.0,5
21162,2,9.0,3
21163,1,3.0,5
21164,1,3.0,3
21165,1,4.0,4
21166,1,9.0,5
21167,1,9.0,3
21168,1,3.0,4
21169,2,9.0,4
21170,2,3.0,3
21171,1,9.0,3
21172,2,3.0,5
21173,1,3.0,4
21174,2,9.0,3
21175,2,9.0,3
21176,2,3.0,4
21177,2,9.0,4
21178,1,9.0,3
21179,2,3.0,4
21180,2,3.0,4
21181,1,4.0,5
21182,2,3.0,4
21183,1,9.0,3
21184,1,3.0,3
21185,2,3.0,3
21186,2,9.0,4
21187,2,3.0,4
21188,2,9.0,3
21189,1,9.0,3
21190,1,3.0,3
21191,1,3.0,3
21192,1,9.0,4
21193,2,9.0,4
21194,1,3.0,5
21195,2,9.0,4
21196,2,3.0,3
21197,2,9.0,4
21198,2,9.0,3
21199,1,3.0,4
21200,2,3.0,4
21201,1,3.0,3
21202,1,9.0,4
21203,1,13.0,4
21204,1,9.0,3
21205,2,9.0,3
21206,1,9.0,3
21207,2,9.0,5
21208,1,4.0,3
21209,2,9.0,4
21210,1,9.0,4
21211,1,9.0,5
21212,2,3.0,4
21213,2,9.0,3
21214,1,9.0,5
21215,2,9.0,3
21216,2,9.0,4
21217,2,13.0,5
21218,1,9.0,4
21219,1,12.0,3
21220,2,9.0,4
21221,2,3.0,4
21222,2,4.0,5
21223,1,9.0,3
21224,1,3.0,4
21225,2,9.0,4
21226,1,9.0,3
21227,2,9.0,2
21228,1,9.0,4
21229,1,3.0,4
21230,2,3.0,3
21231,2,3.0,5
21232,1,3.0,5
21233,1,3.0,4
21234,1,9.0,3
21235,2,4.0,5
21236,2,3.0,4
21237,2,9.0,4
21238,1,3.0,4
21239,2,3.0,3
21240,2,3.0,4
21241,2,3.0,3
21242,1,3.0,3
21243,1,3.0,5
21244,2,3.0,4
21245,1,3.0,3
21246,1,3.0,4
21247,1,9.0,3
21248,2,9.0,4
21249,1,9.0,5
21250,2,7.0,5
21251,2,3.0,4
21252,2,3.0,3
21253,2,13.0,5
21254,2,9.0,3
21255,1,4.0,5
21256,2,4.0,3
21257,1,9.0,3
21258,1,3.0,4
21259,1,3.0,3
21260,1,9.0,3
21261,2,9.0,4
21262,2,3.0,6
21263,1,9.0,4
21264,1,9.0,4
21265,1,9.0,4
21266,2,3.0,3
21267,1,9.0,4
21268,2,9.0,4
21269,1,9.0,3
21270,2,3.0,3
21271,2,9.0,4
21272,2,3.0,3
21273,1,3.0,5
21274,2,3.0,5
21275,1,9.0,5
21276,1,3.0,4
21277,2,3.0,3
21278,2,1.0,4
21279,2,3.0,4
21280,1,7.0,3
21281,2,9.0,4
21282,2,9.0,4
21283,2,9.0,3
21284,2,9.0,3
21285,2,3.0,4
21286,2,3.0,3
21287,2,3.0,4
21288,2,9.0,3
21289,2,13.0,5
21290,2,4.0,4
21291,2,3.0,4
21292,2,9.0,4
21293,1,3.0,4
21294,2,9.0,3
21295,2,9.0,4
21296,2,9.0,5
21297,1,9.0,4
21298,2,3.0,4
21299,1,3.0,3
21300,1,9.0,4
21301,1,9.0,5
21302,2,3.0,4
21303,2,3.0,3
21304,1,4.0,5
21305,2,3.0,3
21306,2,9.0,4
21307,2,9.0,3
21308,2,9.0,5
21309,2,3.0,2
21310,1,3.0,5
21311,1,3.0,3
21312,1,9.0,4
21313,2,9.0,4
21314,2,9.0,4
21315,2,3.0,3
21316,2,3.0,6
21317,1,3.0,3
21318,2,3.0,3
21319,1,3.0,3
21320,2,13.0,4
21321,2,9.0,3
21322,2,3.0,3
21323,1,9.0,4
21324,2,3.0,3
21325,2,3.0,4
21326,1,9.0,2
21327,2,9.0,3
21328,1,9.0,3
21329,1,9.0,3
21330,2,3.0,4
21331,2,3.0,3
21332,2,3.0,3
21333,2,9.0,5
21334,1,3.0,6
21335,1,9.0,3
21336,1,9.0,5
21337,1,4.0,3
21338,1,3.0,3
21339,1,9.0,3
21340,1,9.0,3
21341,2,9.0,3
21342,1,3.0,5
21343,2,3.0,5
21344,2,9.0,4
21345,2,9.0,4
21346,1,9.0,5
21347,2,9.0,4
21348,1,4.0,6
21349,1,9.0,3
21350,2,9.0,5
21351,2,3.0,3
21352,2,3.0,3
21353,2,9.0,4
21354,1,9.0,4
21355,1,9.0,3
21356,1,9.0,5
21357,2,13.0,4
21358,2,9.0,3
21359,2,3.0,4
21360,1,9.0,4
21361,1,9.0,5
21362,1,9.0,3
21363,2,3.0,4
21364,1,9.0,4
21365,1,3.0,4
21366,1,3.0,4
21367,2,9.0,4
21368,2,3.0,3
21369,1,1.0,6
21370,2,3.0,5
21371,2,3.0,3
21372,1,9.0,4
21373,2,3.0,4
21374,1,3.0,4
21375,1,9.0,4
21376,1,3.0,4
21377,1,3.0,3
21378,1,3.0,5
21379,1,3.0,3
21380,2,1.0,3
21381,2,9.0,4
21382,1,9.0,3
21383,1,3.0,3
21384,2,7.0,4
21385,2,3.0,3
21386,2,3.0,3
21387,1,9.0,4
21388,2,3.0,3
21389,2,3.0,3
21390,1,9.0,3
21391,1,3.0,4
21392,1,9.0,4
21393,1,9.0,3
21394,1,9.0,4
21395,2,9.0,3
21396,2,9.0,3
21397,2,3.0,5
21398,1,9.0,4
21399,2,3.0,5
21400,2,3.0,4
21401,2,3.0,4
21402,2,3.0,3
21403,2,3.0,4
21404,2,9.0,3
21405,2,3.0,4
21406,2,9.0,4
21407,1,3.0,3
21408,2,3.0,3
21409,1,9.0,5
21410,1,3.0,4
21411,2,9.0,4
21412,2,9.0,3
21413,1,3.0,3
21414,1,3.0,5
21415,1,9.0,4
21416,2,2.0,5
21417,1,3.0,6
21418,1,9.0,4
21419,2,9.0,3
21420,2,3.0,3
21421,2,9.0,5
21422,2,9.0,4
21423,1,9.0,4
21424,2,3.0,4
21425,2,3.0,3
21426,2,3.0,4
21427,2,3.0,4
21428,2,7.0,3
21429,1,9.0,4
21430,1,9.0,5
21431,2,3.0,5
21432,2,3.0,4
21433,1,3.0,3
21434,1,3.0,4
21435,2,3.0,5
21436,2,3.0,5
21437,2,9.0,3
21438,2,9.0,4
21439,1,9.0,4
21440,1,4.0,4
21441,2,3.0,3
21442,1,9.0,4
21443,1,9.0,3
21444,1,9.0,5
21445,2,9.0,3
21446,1,9.0,3
21447,2,9.0,3
21448,1,9.0,4
21449,1,9.0,6
21450,1,9.0,3
21451,1,3.0,4
21452,1,9.0,3
21453,2,9.0,3
21454,1,3.0,4
21455,2,3.0,3
21456,2,3.0,3
21457,1,9.0,4
21458,2,3.0,4
21459,2,9.0,4
21460,2,9.0,5
21461,2,3.0,4
21462,1,9.0,3
21463,1,9.0,3
21464,2,9.0,4
21465,1,13.0,3
21466,2,3.0,4
21467,1,3.0,4
21468,2,3.0,4
21469,1,2.0,5
21470,2,3.0,4
21471,2,5.0,4
21472,1,3.0,4
21473,2,3.0,3
21474,2,9.0,3
21475,2,9.0,3
21476,1,9.0,4
21477,2,9.0,3
21478,1,9.0,4
21479,1,9.0,4
21480,1,3.0,3
21481,1,3.0,4
21482,2,3.0,3
21483,2,9.0,3
21484,1,7.0,5
21485,1,9.0,5
21486,1,4.0,4
21487,2,3.0,4
21488,1,3.0,3
21489,2,3.0,4
21490,1,9.0,4
21491,1,3.0,4
21492,1,3.0,5
21493,2,9.0,4
21494,2,4.0,4
21495,2,9.0,3
21496,2,3.0,3
21497,2,3.0,5
21498,1,9.0,3
21499,2,3.0,4
21500,2,1.0,6
21501,2,3.0,3
21502,2,3.0,3
21503,1,4.0,5
21504,2,3.0,2
21505,2,3.0,6
21506,2,3.0,4
21507,2,7.0,4
21508,2,9.0,3
21509,1,2.0,4
21510,1,3.0,4
21511,2,3.0,3
21512,2,9.0,4
21513,2,9.0,4
21514,1,9.0,4
21515,2,5.0,2
21516,2,7.0,5
21517,2,1.0,3
21518,2,9.0,4
21519,1,4.0,3
21520,2,3.0,2
21521,2,3.0,3
21522,2,9.0,3
21523,2,3.0,3
21524,2,3.0,2
21525,2,9.0,6
21526,2,3.0,3
21527,2,9.0,4
21528,2,9.0,4
21529,1,3.0,3
21530,2,9.0,3
21531,1,3.0,4
21532,1,3.0,4
21533,2,9.0,4
21534,1,4.0,6
21535,1,3.0,4
21536,1,3.0,3
21537,2,3.0,4
21538,1,9.0,3
21539,1,3.0,6
21540,2,9.0,4
21541,1,4.0,6
21542,2,1.0,4
21543,2,3.0,3
21544,2,4.0,3
21545,2,9.0,4
21546,1,3.0,4
21547,1,4.0,5
21548,2,3.0,4
21549,1,9.0,3
21550,1,3.0,4
21551,1,3.0,4
21552,2,9.0,4
21553,2,1.0,2
21554,1,3.0,4
21555,1,3.0,4
21556,2,1.0,4
21557,2,3.0,4
21558,1,3.0,5
21559,1,9.0,4
21560,1,3.0,5
21561,1,9.0,4
21562,2,9.0,4
21563,2,3.0,4
21564,1,9.0,2
21565,1,3.0,2
21566,1,3.0,4
21567,1,9.0,5
21568,2,9.0,3
21569,2,3.0,3
21570,2,3.0,5
21571,1,9.0,3
21572,2,3.0,4
21573,2,9.0,5
21574,1,3.0,3
21575,2,13.0,4
21576,2,9.0,5
21577,2,9.0,3
21578,1,9.0,4
21579,2,9.0,5
21580,2,3.0,5
21581,2,3.0,3
21582,1,9.0,5
21583,2,3.0,6
21584,2,3.0,3
21585,2,4.0,3
21586,1,4.0,5
21587,2,3.0,4
21588,1,9.0,4
21589,2,3.0,4
21590,1,4.0,6
21591,1,3.0,4
21592,2,9.0,4
21593,1,3.0,3
21594,2,3.0,3
21595,1,9.0,5
21596,1,3.0,4
21597,2,3.0,4
21598,2,3.0,4
21599,2,3.0,4
21600,2,9.0,4
21601,2,1.0,3
21602,2,9.0,4
21603,2,3.0,3
21604,1,3.0,3
21605,1,9.0,3
21606,2,9.0,3
21607,1,9.0,4
21608,2,9.0,4
21609,2,4.0,6
21610,2,3.0,3
21611,2,3.0,4
21612,2,3.0,4
21613,1,3.0,4
21614,1,9.0,5
21615,2,3.0,5
21616,2,3.0,3
21617,2,9.0,5
21618,1,3.0,3
21619,2,3.0,5
21620,2,3.0,3
21621,1,3.0,3
21622,1,9.0,4
21623,2,9.0,4
21624,2,9.0,3
21625,2,9.0,4
21626,1,3.0,4
21627,1,13.0,4
21628,1,9.0,3
21629,1,9.0,4
21630,1,9.0,3
21631,1,3.0,3
21632,2,3.0,5
21633,2,4.0,6
21634,2,9.0,4
21635,2,3.0,5
21636,2,3.0,5
21637,2,9.0,4
21638,1,9.0,4
21639,2,9.0,3
21640,1,9.0,3
21641,2,3.0,3
21642,2,3.0,4
21643,2,3.0,5
21644,2,13.0,5
21645,1,3.0,3
21646,1,3.0,3
21647,1,3.0,4
21648,1,9.0,5
21649,2,9.0,4
21650,1,9.0,5
21651,2,9.0,3
21652,1,9.0,6
21653,1,13.0,3
21654,2,3.0,3
21655,2,3.0,4
21656,1,9.0,4
21657,2,1.0,5
21658,1,9.0,4
21659,1,3.0,4
21660,1,3.0,3
21661,1,3.0,3
21662,2,4.0,4
21663,1,3.0,4
21664,2,3.0,6
21665,2,3.0,3
21666,1,9.0,3
21667,2,2.0,5
21668,2,9.0,4
21669,1,9.0,3
21670,1,9.0,4
21671,1,3.0,3
21672,2,3.0,3
21673,2,9.0,4
21674,2,7.0,4
21675,1,1.0,3
21676,1,9.0,4
21677,2,9.0,6
21678,2,9.0,5
21679,2,3.0,3
21680,1,3.0,4
21681,2,9.0,4
21682,2,3.0,4
21683,2,3.0,3
21684,1,3.0,3
21685,2,3.0,4
21686,2,9.0,3
21687,2,9.0,4
21688,2,9.0,4
21689,1,3.0,4
21690,2,3.0,4
21691,1,3.0,4
21692,2,3.0,4
21693,2,9.0,4
21694,1,3.0,5
21695,2,3.0,4
21696,1,3.0,5
21697,2,9.0,3
21698,1,4.0,3
21699,2,9.0,5
21700,2,5.0,3
21701,2,3.0,4
21702,1,3.0,3
21703,2,3.0,4
21704,2,12.0,3
21705,2,9.0,4
21706,1,9.0,4
21707,2,9.0,3
21708,2,9.0,4
21709,2,9.0,5
21710,1,3.0,4
21711,1,9.0,4
21712,2,3.0,4
21713,1,9.0,4
21714,1,3.0,5
21715,1,3.0,4
21716,1,9.0,5
21717,2,3.0,4
21718,2,3.0,3
21719,2,9.0,3
21720,1,9.0,4
21721,2,3.0,3
21722,1,9.0,4
21723,1,9.0,4
21724,2,9.0,4
21725,1,9.0,4
21726,1,3.0,3
21727,2,9.0,3
21728,2,9.0,4
21729,2,3.0,4
21730,1,9.0,3
21731,2,9.0,4
21732,2,3.0,3
21733,1,9.0,4
21734,1,3.0,4
21735,2,3.0,3
21736,1,9.0,3
21737,1,9.0,5
21738,2,3.0,5
21739,1,3.0,4
21740,1,9.0,3
21741,1,4.0,5
21742,1,3.0,4
21743,1,9.0,5
21744,1,9.0,4
21745,2,9.0,5
21746,2,3.0,6
21747,2,3.0,6
21748,2,3.0,5
21749,1,9.0,2
21750,1,3.0,4
21751,1,9.0,4
21752,1,3.0,3
21753,1,9.0,5
21754,2,3.0,2
21755,2,9.0,3
21756,1,9.0,4
21757,1,3.0,5
21758,1,13.0,3
21759,2,1.0,3
21760,1,9.0,4
21761,2,9.0,4
21762,1,9.0,4
21763,1,3.0,3
21764,1,9.0,4
21765,2,3.0,4
21766,2,9.0,4
21767,2,13.0,4
21768,2,9.0,3
21769,1,9.0,3
21770,2,9.0,3
21771,2,9.0,3
21772,2,3.0,3
21773,2,9.0,5
21774,2,3.0,3
21775,1,9.0,4
21776,1,9.0,3
21777,1,3.0,4
21778,2,3.0,3
21779,1,9.0,5
21780,2,1.0,3
21781,1,9.0,3
21782,2,3.0,3
21783,2,9.0,4
21784,2,3.0,3
21785,2,9.0,3
21786,2,9.0,3
21787,2,3.0,5
21788,1,9.0,4
21789,2,9.0,4
21790,2,3.0,3
21791,1,3.0,6
21792,2,7.0,4
21793,2,9.0,3
21794,1,9.0,3
21795,1,9.0,5
21796,2,3.0,4
21797,2,3.0,5
21798,2,3.0,4
21799,2,9.0,3
21800,1,9.0,4
21801,1,9.0,4
21802,2,9.0,3
21803,2,3.0,3
21804,1,9.0,4
21805,2,9.0,4
21806,1,9.0,5
21807,2,9.0,3
21808,1,9.0,4
21809,1,3.0,2
21810,2,3.0,3
21811,2,3.0,4
21812,1,3.0,4
21813,1,3.0,4
21814,1,9.0,3
21815,2,9.0,5
21816,2,3.0,5
21817,1,9.0,4
21818,2,3.0,2
21819,2,9.0,3
21820,1,9.0,3
21821,1,7.0,4
21822,2,4.0,5
21823,2,3.0,5
21824,1,3.0,3
21825,2,9.0,3
21826,2,9.0,3
21827,2,3.0,4
21828,2,1.0,6
21829,2,9.0,3
21830,1,9.0,5
21831,1,9.0,3
21832,2,3.0,3
21833,1,3.0,4
21834,1,9.0,3
21835,1,9.0,3
21836,1,9.0,4
21837,1,3.0,5
21838,2,9.0,3
21839,2,3.0,5
21840,1,9.0,3
21841,1,3.0,3
21842,1,9.0,4
21843,1,9.0,4
21844,1,9.0,3
21845,2,9.0,4
21846,2,9.0,3
21847,1,9.0,4
21848,1,9.0,4
21849,1,3.0,3
21850,2,3.0,4
21851,1,9.0,3
21852,1,3.0,4
21853,2,1.0,3
21854,1,1.0,4
21855,1,4.0,5
21856,1,9.0,5
21857,1,3.0,3
21858,2,3.0,4
21859,2,9.0,4
21860,1,3.0,4
21861,1,9.0,4
21862,1,9.0,3
21863,2,9.0,4
21864,2,9.0,3
21865,2,3.0,4
21866,2,9.0,4
21867,1,9.0,5
21868,2,1.0,4
21869,2,3.0,5
21870,2,3.0,4
21871,2,9.0,3
21872,2,3.0,3
21873,1,6.0,3
21874,1,9.0,4
21875,1,9.0,4
21876,1,9.0,5
21877,1,9.0,5
21878,1,3.0,3
21879,2,3.0,5
21880,1,9.0,3
21881,1,3.0,4
21882,2,3.0,5
21883,2,9.0,3
21884,1,9.0,6
21885,2,9.0,3
21886,2,3.0,3
21887,2,9.0,3
21888,2,9.0,4
21889,2,3.0,3
21890,2,3.0,3
21891,1,9.0,3
21892,1,3.0,4
21893,1,3.0,3
21894,1,4.0,6
21895,2,3.0,3
21896,2,9.0,5
21897,1,4.0,4
21898,1,3.0,3
21899,1,3.0,3
21900,1,9.0,3
21901,2,9.0,4
21902,2,3.0,3
21903,2,3.0,4
21904,1,9.0,3
21905,1,3.0,3
21906,2,3.0,4
21907,2,9.0,3
21908,1,9.0,4
21909,1,9.0,4
21910,1,9.0,4
21911,1,9.0,4
21912,2,3.0,4
21913,2,9.0,3
21914,1,3.0,4
21915,1,1.0,4
21916,2,9.0,5
21917,1,9.0,3
21918,2,1.0,5
21919,2,3.0,3
21920,2,3.0,3
21921,2,3.0,4
21922,2,3.0,3
21923,1,9.0,6
21924,1,9.0,4
21925,2,9.0,3
21926,2,9.0,4
21927,2,3.0,3
21928,1,3.0,5
21929,1,3.0,3
21930,2,1.0,3
21931,2,9.0,3
21932,2,9.0,3
21933,2,9.0,5
21934,1,3.0,4
21935,2,3.0,3
21936,1,3.0,3
21937,1,3.0,5
21938,1,9.0,4
21939,2,3.0,3
21940,2,3.0,3
21941,2,9.0,4
21942,1,9.0,5
21943,2,3.0,3
21944,1,4.0,6
21945,1,4.0,4
21946,1,3.0,3
21947,1,9.0,5
21948,1,3.0,3
21949,2,4.0,3
21950,1,3.0,5
21951,1,9.0,3
21952,1,9.0,4
21953,2,9.0,3
21954,2,3.0,4
21955,1,3.0,3
21956,1,3.0,3
21957,2,3.0,4
21958,2,9.0,5
21959,1,9.0,4
21960,2,3.0,3
21961,1,3.0,3
21962,1,9.0,5
21963,1,3.0,4
21964,1,3.0,5
21965,2,3.0,3
21966,2,3.0,4
21967,2,3.0,3
21968,2,3.0,4
21969,1,9.0,3
21970,2,3.0,4
21971,1,3.0,3
21972,2,3.0,5
21973,2,9.0,3
21974,2,3.0,3
21975,2,4.0,3
21976,2,3.0,4
21977,1,3.0,4
21978,1,1.0,5
21979,2,3.0,5
21980,2,9.0,2
21981,2,3.0,3
21982,2,3.0,3
21983,2,3.0,5
21984,1,3.0,4
21985,1,3.0,4
21986,2,3.0,2
21987,2,3.0,3
21988,1,3.0,3
21989,2,3.0,3
21990,2,9.0,4
21991,1,13.0,3
21992,2,9.0,3
21993,1,3.0,5
21994,1,4.0,5
21995,2,9.0,5
21996,1,4.0,6
21997,2,3.0,3
21998,2,3.0,3
21999,2,3.0,3
22000,1,3.0,3
22001,2,3.0,3
22002,1,11.0,6
22003,2,9.0,5
22004,2,4.0,4
22005,1,3.0,3
22006,1,3.0,4
22007,2,9.0,4
22008,2,3.0,5
22009,1,9.0,6
22010,2,9.0,4
22011,1,9.0,4
22012,2,3.0,3
22013,2,9.0,3
22014,1,9.0,4
22015,2,3.0,5
22016,2,3.0,3
22017,1,3.0,3
22018,1,4.0,4
22019,2,9.0,4
22020,2,3.0,3
22021,1,9.0,4
22022,2,3.0,4
22023,1,3.0,5
22024,2,3.0,3
22025,2,3.0,3
22026,2,3.0,5
22027,2,3.0,4
22028,2,9.0,3
22029,2,9.0,3
22030,1,3.0,4
22031,1,9.0,5
22032,2,9.0,4
22033,2,3.0,4
22034,1,9.0,3
22035,1,9.0,5
22036,1,3.0,3
22037,1,9.0,5
22038,2,7.0,3
22039,1,9.0,4
22040,2,1.0,4
22041,1,9.0,5
22042,1,3.0,3
22043,1,3.0,3
22044,1,9.0,5
22045,2,9.0,3
22046,2,1.0,4
22047,1,9.0,4
22048,1,3.0,4
22049,1,9.0,5
22050,1,3.0,2
22051,1,9.0,4
22052,2,9.0,5
22053,1,3.0,5
22054,1,9.0,4
22055,2,3.0,3
22056,2,9.0,3
22057,1,9.0,5
22058,1,9.0,4
22059,2,9.0,4
22060,1,3.0,4
22061,1,3.0,4
22062,2,3.0,4
22063,1,3.0,4
22064,1,3.0,5
22065,2,9.0,5
22066,1,9.0,4
22067,2,3.0,2
22068,1,9.0,4
22069,2,3.0,4
22070,2,3.0,5
22071,2,3.0,5
22072,2,3.0,3
22073,1,9.0,3
22074,2,9.0,3
22075,1,3.0,4
22076,1,9.0,4
22077,2,9.0,4
22078,1,9.0,3
22079,1,9.0,5
22080,2,9.0,3
22081,1,9.0,3
22082,2,3.0,5
22083,2,3.0,6
22084,2,3.0,3
22085,2,3.0,3
22086,1,9.0,4
22087,1,3.0,3
22088,2,9.0,3
22089,1,9.0,4
22090,2,9.0,3
22091,1,9.0,5
22092,1,9.0,4
22093,2,9.0,3
22094,1,3.0,3
22095,2,3.0,6
22096,1,3.0,5
22097,1,3.0,4
22098,2,3.0,3
22099,1,3.0,3
22100,1,9.0,3
22101,1,9.0,3
22102,2,1.0,4
22103,1,9.0,3
22104,1,9.0,5
22105,2,9.0,4
22106,1,3.0,4
22107,2,3.0,4
22108,1,9.0,4
22109,2,9.0,3
22110,1,3.0,3
22111,1,9.0,3
22112,2,9.0,5
22113,1,9.0,4
22114,1,3.0,3
22115,2,3.0,3
22116,2,3.0,3
22117,2,3.0,3
22118,2,9.0,3
22119,2,9.0,5
22120,2,3.0,3
22121,2,9.0,3
22122,1,9.0,5
22123,1,3.0,3
22124,1,9.0,4
22125,1,9.0,5
22126,1,3.0,5
22127,2,3.0,4
22128,1,9.0,3
22129,1,3.0,5
22130,2,9.0,4
22131,1,3.0,3
22132,1,3.0,3
22133,1,3.0,6
22134,2,4.0,4
22135,1,9.0,4
22136,2,3.0,4
22137,1,3.0,3
22138,1,9.0,4
22139,2,3.0,3
22140,2,9.0,3
22141,1,3.0,3
22142,1,9.0,5
22143,2,3.0,3
22144,2,9.0,3
22145,2,3.0,3
22146,2,4.0,4
22147,1,9.0,5
22148,2,9.0,3
22149,2,3.0,4
22150,1,9.0,4
22151,1,3.0,4
22152,2,9.0,5
22153,2,9.0,3
22154,1,3.0,5
22155,2,9.0,5
22156,2,3.0,4
22157,1,9.0,4
22158,2,9.0,4
22159,1,9.0,4
22160,2,3.0,3
22161,1,3.0,3
22162,1,9.0,4
22163,1,9.0,3
22164,1,3.0,3
22165,1,9.0,3
22166,1,9.0,3
22167,1,9.0,4
22168,2,9.0,4
22169,1,9.0,3
22170,1,3.0,5
22171,2,9.0,3
22172,2,3.0,5
22173,2,3.0,5
22174,1,9.0,3
22175,1,3.0,6
22176,2,3.0,3
22177,1,9.0,3
22178,1,9.0,6
22179,1,4.0,4
22180,1,9.0,4
22181,2,9.0,3
22182,2,3.0,3
22183,1,9.0,4
22184,2,9.0,4
22185,2,3.0,5
22186,2,9.0,6
22187,2,3.0,3
22188,1,3.0,4
22189,2,3.0,4
22190,2,3.0,5
22191,2,9.0,4
22192,1,13.0,3
22193,2,3.0,4
22194,2,4.0,5
22195,2,9.0,4
22196,2,4.0,4
22197,1,9.0,4
22198,1,3.0,3
22199,1,3.0,4
22200,1,9.0,4
22201,1,9.0,5
22202,1,7.0,5
22203,1,4.0,5
22204,2,1.0,4
22205,2,3.0,3
22206,1,3.0,3
22207,2,3.0,3
22208,1,3.0,3
22209,1,3.0,3
22210,2,3.0,6
22211,1,3.0,3
22212,1,9.0,3
22213,1,9.0,5
22214,1,3.0,4
22215,2,9.0,5
22216,2,9.0,3
22217,2,3.0,6
22218,1,9.0,3
22219,1,9.0,4
22220,1,9.0,5
22221,1,9.0,4
22222,2,9.0,4
22223,1,3.0,4
22224,2,3.0,4
22225,2,9.0,2
22226,1,3.0,4
22227,1,9.0,4
22228,1,3.0,4
22229,2,9.0,4
22230,1,9.0,3
22231,2,9.0,4
22232,1,9.0,4
